customer_id,age,age_group,gender,education,employment_status,marital_status,city_tier,occupation,customer_since,customer_tenure_years,income_band
CUST-03948,32,25-34,Male,High School,Self-Employed,Single,Tier 3,Retail/Hospitality,2022-03-01,3.84,Middle ($2.5k-$6k)
CUST-03949,35,35-49,Male,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2021-10-22,4.19,Middle ($2.5k-$6k)
CUST-03950,68,65+,Non-Binary,Bachelor'S,Retired,Single,Tier 3,Retired,2023-07-20,2.45,Upper-Middle ($6k-$10k)
CUST-03951,50,50-64,Female,High School,Employed,Married,Tier 2,Software/Tech,2024-03-01,1.83,Middle ($2.5k-$6k)
CUST-03952,23,18-24,Female,Bachelor'S,Self-Employed,Single,Tier 2,Healthcare,2020-11-28,5.09,Low (<$2.5k)
CUST-03953,44,35-49,Female,High School,Employed,Single,Tier 2,Healthcare,2020-08-02,5.41,Middle ($2.5k-$6k)
CUST-03954,40,35-49,Female,High School,Employed,Married,Tier 1,Other,2023-06-22,2.53,Middle ($2.5k-$6k)
CUST-03955,44,35-49,Female,High School,Self-Employed,Married,Tier 1,Education,2020-09-20,5.28,Middle ($2.5k-$6k)
CUST-03956,51,50-64,Female,Master'S,Employed,Married,Tier 2,Finance/Banking,2021-09-08,4.31,High (>$10k)
CUST-03957,73,65+,Male,High School,Retired,Single,Tier 2,Retired,2024-06-14,1.55,Middle ($2.5k-$6k)
CUST-03958,63,50-64,Female,High School,Employed,Single,Tier 2,Finance/Banking,2021-11-16,4.12,Middle ($2.5k-$6k)
CUST-03959,55,50-64,Female,Bachelor'S,Self-Employed,Single,Tier 2,Finance/Banking,2019-06-26,6.52,Upper-Middle ($6k-$10k)
CUST-03960,31,25-34,Female,Associate,Employed,Married,Tier 1,Management/Executive,2023-11-19,2.12,Upper-Middle ($6k-$10k)
CUST-03961,53,50-64,Non-Binary,Bachelor'S,Employed,Married,Tier 2,Healthcare,2018-07-29,7.43,Upper-Middle ($6k-$10k)
CUST-03962,70,65+,Male,High School,Retired,Widowed,Tier 2,Retired,2021-11-05,4.15,Middle ($2.5k-$6k)
CUST-03963,25,25-34,Female,Bachelor'S,Employed,Married,Tier 1,Retail/Hospitality,2024-11-05,1.15,Middle ($2.5k-$6k)
CUST-03964,52,50-64,Male,Bachelor'S,Employed,Single,Tier 2,Retail/Hospitality,2022-03-17,3.79,Middle ($2.5k-$6k)
CUST-03965,36,35-49,Female,Associate,Self-Employed,Divorced,Tier 1,Healthcare,2024-07-17,1.46,Middle ($2.5k-$6k)
CUST-03966,47,35-49,Male,High School,Employed,Single,Tier 1,Education,2019-01-18,6.95,Middle ($2.5k-$6k)
CUST-03967,31,25-34,Male,Bachelor'S,Employed,Married,Tier 1,Education,2020-07-20,5.45,Middle ($2.5k-$6k)
CUST-03968,37,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2018-08-17,7.37,High (>$10k)
CUST-03969,66,65+,Female,Associate,Employed,Single,Tier 3,Healthcare,2021-04-23,4.69,Upper-Middle ($6k-$10k)
CUST-03970,42,35-49,Male,High School,Self-Employed,Single,Tier 2,Software/Tech,2023-03-14,2.8,Middle ($2.5k-$6k)
CUST-03971,57,50-64,Female,High School,Employed,Married,Tier 1,Management/Executive,2023-01-10,2.97,Upper-Middle ($6k-$10k)
CUST-03972,41,35-49,Male,Bachelor'S,Employed,Married,Tier 3,Software/Tech,2022-12-07,3.07,High (>$10k)
CUST-03973,31,25-34,Female,Doctorate,Employed,Single,Tier 1,Software/Tech,2024-12-05,1.07,High (>$10k)
CUST-03974,43,35-49,Female,High School,Employed,Married,Tier 2,Finance/Banking,2023-04-12,2.72,Middle ($2.5k-$6k)
CUST-03975,55,50-64,Male,Associate,Employed,Single,Tier 2,Healthcare,2022-05-11,3.64,Middle ($2.5k-$6k)
CUST-03976,40,35-49,Male,High School,Self-Employed,Married,Tier 3,Healthcare,2021-11-25,4.1,Middle ($2.5k-$6k)
CUST-03977,39,35-49,Female,Associate,Employed,Married,Tier 1,Management/Executive,2019-07-22,6.44,Upper-Middle ($6k-$10k)
CUST-03978,65,65+,Female,Bachelor'S,Retired,Divorced,Tier 1,Retired,2022-10-19,3.2,Middle ($2.5k-$6k)
CUST-03979,74,65+,Female,Master'S,Retired,Widowed,Tier 1,Retired,2021-08-25,4.35,Upper-Middle ($6k-$10k)
CUST-03980,36,35-49,Male,High School,Employed,Divorced,Tier 2,Other,2018-09-24,7.27,Middle ($2.5k-$6k)
CUST-03981,63,50-64,Female,Bachelor'S,Employed,Single,Tier 1,Management/Executive,2020-09-07,5.31,Upper-Middle ($6k-$10k)
CUST-03982,68,65+,Non-Binary,Associate,Retired,Married,Tier 1,Retired,2020-07-10,5.48,Middle ($2.5k-$6k)
CUST-03983,20,18-24,Male,Master'S,Student,Married,Tier 2,Student,2018-11-08,7.15,Low (<$2.5k)
CUST-03984,59,50-64,Male,Bachelor'S,Employed,Married,Tier 1,Management/Executive,2021-01-24,4.93,Upper-Middle ($6k-$10k)
CUST-03985,36,35-49,Male,High School,Employed,Single,Tier 3,Finance/Banking,2022-07-08,3.48,Upper-Middle ($6k-$10k)
CUST-03986,26,25-34,Female,Master'S,Employed,Married,Tier 2,Software/Tech,2018-09-06,7.32,High (>$10k)
CUST-03987,45,35-49,Female,High School,Employed,Married,Tier 2,Education,2018-07-21,7.45,Middle ($2.5k-$6k)
CUST-03988,37,35-49,Male,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2019-04-12,6.72,Upper-Middle ($6k-$10k)
CUST-03989,62,50-64,Male,Master'S,Employed,Married,Tier 1,Education,2019-06-09,6.56,Upper-Middle ($6k-$10k)
CUST-03990,24,18-24,Male,High School,Employed,Single,Tier 2,Software/Tech,2024-12-27,1.01,Middle ($2.5k-$6k)
CUST-03991,31,25-34,Male,Bachelor'S,Unemployed,Single,Tier 2,Unemployed,2023-06-08,2.57,Low (<$2.5k)
CUST-03992,26,25-34,Male,Master'S,Employed,Single,Tier 1,Software/Tech,2021-05-09,4.65,Upper-Middle ($6k-$10k)
CUST-03993,72,65+,Non-Binary,Doctorate,Retired,Single,Tier 3,Retired,2021-04-16,4.71,High (>$10k)
CUST-03994,74,65+,Male,Bachelor'S,Retired,Single,Tier 3,Retired,2023-10-28,2.18,Middle ($2.5k-$6k)
CUST-03995,36,35-49,Male,Associate,Employed,Married,Tier 2,Management/Executive,2019-02-14,6.88,Middle ($2.5k-$6k)
CUST-03996,64,50-64,Female,Bachelor'S,Employed,Divorced,Tier 1,Trades/Manufacturing,2023-04-29,2.67,Upper-Middle ($6k-$10k)
CUST-03997,69,65+,Female,Bachelor'S,Employed,Married,Tier 2,Finance/Banking,2024-11-10,1.14,Upper-Middle ($6k-$10k)
CUST-03998,31,25-34,Female,Bachelor'S,Employed,Single,Tier 1,Healthcare,2024-04-18,1.7,Middle ($2.5k-$6k)
CUST-03999,73,65+,Male,Master'S,Employed,Single,Tier 1,Finance/Banking,2024-10-04,1.24,Upper-Middle ($6k-$10k)
CUST-04000,55,50-64,Male,High School,Employed,Married,Tier 2,Software/Tech,2022-10-28,3.18,Upper-Middle ($6k-$10k)
CUST-04001,70,65+,Female,High School,Retired,Divorced,Tier 1,Retired,2022-02-21,3.86,Middle ($2.5k-$6k)
CUST-04002,53,50-64,Female,Bachelor'S,Employed,Single,Tier 1,Trades/Manufacturing,2018-06-24,7.52,Middle ($2.5k-$6k)
CUST-04003,57,50-64,Male,Doctorate,Employed,Married,Tier 1,Retail/Hospitality,2021-04-27,4.68,Upper-Middle ($6k-$10k)
CUST-04004,34,25-34,Female,Bachelor'S,Employed,Married,Tier 3,Trades/Manufacturing,2024-07-02,1.5,Middle ($2.5k-$6k)
CUST-04005,47,35-49,Female,Doctorate,Self-Employed,Divorced,Tier 1,Trades/Manufacturing,2022-05-10,3.64,High (>$10k)
CUST-04006,26,25-34,Male,Master'S,Employed,Married,Tier 1,Software/Tech,2022-08-24,3.35,Upper-Middle ($6k-$10k)
CUST-04007,50,50-64,Female,Master'S,Employed,Married,Tier 2,Finance/Banking,2023-12-04,2.08,Upper-Middle ($6k-$10k)
CUST-04008,73,65+,Female,Master'S,Employed,Single,Tier 2,Education,2020-06-04,5.57,Upper-Middle ($6k-$10k)
CUST-04009,69,65+,Male,Master'S,Employed,Single,Tier 1,Education,2021-01-15,4.96,Upper-Middle ($6k-$10k)
CUST-04010,42,35-49,Female,Master'S,Employed,Married,Tier 3,Software/Tech,2020-02-27,5.84,High (>$10k)
CUST-04011,31,25-34,Female,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2023-04-21,2.7,Upper-Middle ($6k-$10k)
CUST-04012,28,25-34,Female,High School,Employed,Divorced,Tier 3,Education,2023-09-18,2.29,Middle ($2.5k-$6k)
CUST-04013,70,65+,Male,High School,Retired,Married,Tier 1,Retired,2022-07-21,3.45,Middle ($2.5k-$6k)
CUST-04014,52,50-64,Male,High School,Employed,Single,Tier 1,Healthcare,2019-06-13,6.55,Middle ($2.5k-$6k)
CUST-04015,58,50-64,Female,High School,Employed,Married,Tier 3,Finance/Banking,2021-04-20,4.7,Middle ($2.5k-$6k)
CUST-04016,31,25-34,Male,High School,Employed,Married,Tier 2,Software/Tech,2019-04-22,6.69,Middle ($2.5k-$6k)
CUST-04017,47,35-49,Male,Master'S,Employed,Married,Tier 3,Healthcare,2024-09-23,1.27,Upper-Middle ($6k-$10k)
CUST-04018,58,50-64,Male,Bachelor'S,Employed,Divorced,Tier 2,Finance/Banking,2023-05-25,2.6,Upper-Middle ($6k-$10k)
CUST-04019,21,18-24,Male,Associate,Student,Single,Tier 1,Student,2024-05-04,1.66,Low (<$2.5k)
CUST-04020,21,18-24,Non-Binary,Bachelor'S,Student,Married,Tier 3,Student,2018-01-10,7.97,Low (<$2.5k)
CUST-04021,45,35-49,Male,Bachelor'S,Self-Employed,Single,Tier 1,Finance/Banking,2020-11-02,5.16,Upper-Middle ($6k-$10k)
CUST-04022,25,25-34,Non-Binary,High School,Employed,Single,Tier 2,Education,2023-05-13,2.64,Low (<$2.5k)
CUST-04023,19,18-24,Male,Master'S,Employed,Single,Tier 1,Trades/Manufacturing,2024-08-14,1.38,Middle ($2.5k-$6k)
CUST-04024,58,50-64,Female,Associate,Self-Employed,Married,Tier 2,Finance/Banking,2020-11-26,5.1,High (>$10k)
CUST-04025,63,50-64,Male,Bachelor'S,Employed,Divorced,Tier 2,Software/Tech,2019-08-05,6.41,Upper-Middle ($6k-$10k)
CUST-04026,39,35-49,Female,Associate,Employed,Single,Tier 2,Finance/Banking,2022-05-19,3.62,Middle ($2.5k-$6k)
CUST-04027,58,50-64,Female,Bachelor'S,Self-Employed,Married,Tier 2,Education,2018-10-10,7.23,High (>$10k)
CUST-04028,73,65+,Male,Master'S,Retired,Single,Tier 1,Retired,2021-11-03,4.16,Upper-Middle ($6k-$10k)
CUST-04029,72,65+,Female,High School,Retired,Married,Tier 1,Retired,2022-02-02,3.91,Middle ($2.5k-$6k)
CUST-04030,33,25-34,Male,Doctorate,Employed,Married,Tier 2,Finance/Banking,2021-07-10,4.48,Upper-Middle ($6k-$10k)
CUST-04031,46,35-49,Female,High School,Employed,Married,Tier 3,Software/Tech,2021-12-23,4.02,Middle ($2.5k-$6k)
CUST-04032,66,65+,Non-Binary,Bachelor'S,Retired,Single,Tier 3,Retired,2021-10-20,4.2,Upper-Middle ($6k-$10k)
CUST-04033,65,65+,Female,Master'S,Self-Employed,Divorced,Tier 1,Trades/Manufacturing,2024-11-06,1.15,High (>$10k)
CUST-04034,47,35-49,Female,Master'S,Employed,Married,Tier 1,Management/Executive,2019-04-10,6.73,Upper-Middle ($6k-$10k)
CUST-04035,29,25-34,Male,High School,Self-Employed,Divorced,Tier 2,Trades/Manufacturing,2024-11-07,1.15,Middle ($2.5k-$6k)
CUST-04036,52,50-64,Male,High School,Self-Employed,Married,Tier 2,Management/Executive,2019-01-04,6.99,Upper-Middle ($6k-$10k)
CUST-04037,28,25-34,Male,Bachelor'S,Employed,Divorced,Tier 2,Software/Tech,2018-01-15,7.96,Middle ($2.5k-$6k)
CUST-04038,63,50-64,Female,High School,Employed,Single,Tier 3,Education,2023-05-17,2.63,Middle ($2.5k-$6k)
CUST-04039,67,65+,Female,Bachelor'S,Retired,Widowed,Tier 1,Retired,2023-12-02,2.08,Middle ($2.5k-$6k)
CUST-04040,38,35-49,Male,Bachelor'S,Employed,Divorced,Tier 1,Software/Tech,2023-12-17,2.04,Upper-Middle ($6k-$10k)
CUST-04041,38,35-49,Female,Bachelor'S,Employed,Single,Tier 3,Healthcare,2023-01-09,2.98,Upper-Middle ($6k-$10k)
CUST-04042,22,18-24,Male,High School,Employed,Divorced,Tier 2,Retail/Hospitality,2019-04-16,6.71,Low (<$2.5k)
CUST-04043,65,65+,Male,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2018-03-04,7.83,Middle ($2.5k-$6k)
CUST-04044,37,35-49,Female,Master'S,Employed,Married,Tier 1,Finance/Banking,2020-03-07,5.82,High (>$10k)
CUST-04045,54,50-64,Male,Bachelor'S,Self-Employed,Single,Tier 2,Retail/Hospitality,2019-09-30,6.25,Upper-Middle ($6k-$10k)
CUST-04046,20,18-24,Female,Bachelor'S,Student,Single,Tier 2,Student,2018-12-14,7.05,Low (<$2.5k)
CUST-04047,61,50-64,Male,Associate,Self-Employed,Married,Tier 2,Other,2022-08-30,3.34,Middle ($2.5k-$6k)
CUST-04048,50,50-64,Female,High School,Employed,Single,Tier 2,Healthcare,2020-10-28,5.17,Middle ($2.5k-$6k)
CUST-04049,70,65+,Male,Associate,Retired,Single,Tier 2,Retired,2022-04-20,3.7,Middle ($2.5k-$6k)
CUST-04050,26,25-34,Male,Bachelor'S,Employed,Single,Tier 3,Management/Executive,2020-01-18,5.95,Upper-Middle ($6k-$10k)
CUST-04051,26,25-34,Female,Associate,Self-Employed,Married,Tier 2,Education,2018-07-29,7.43,Middle ($2.5k-$6k)
CUST-04052,21,18-24,Female,Bachelor'S,Employed,Married,Tier 1,Healthcare,2021-04-18,4.7,Middle ($2.5k-$6k)
CUST-04053,52,50-64,Male,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2022-07-30,3.42,Upper-Middle ($6k-$10k)
CUST-04054,34,25-34,Male,Bachelor'S,Self-Employed,Married,Tier 3,Software/Tech,2018-06-11,7.56,Upper-Middle ($6k-$10k)
CUST-04055,51,50-64,Female,High School,Employed,Single,Tier 2,Finance/Banking,2019-04-12,6.72,Upper-Middle ($6k-$10k)
CUST-04056,41,35-49,Male,Bachelor'S,Employed,Single,Tier 1,Finance/Banking,2020-09-25,5.26,Upper-Middle ($6k-$10k)
CUST-04057,49,35-49,Female,Bachelor'S,Employed,Single,Tier 1,Retail/Hospitality,2020-08-09,5.39,Middle ($2.5k-$6k)
CUST-04058,18,18-24,Female,High School,Student,Divorced,Tier 1,Student,2024-08-14,1.38,Low (<$2.5k)
CUST-04059,25,25-34,Male,High School,Employed,Married,Tier 1,Management/Executive,2022-09-24,3.27,Middle ($2.5k-$6k)
CUST-04060,62,50-64,Male,Bachelor'S,Employed,Married,Tier 3,Software/Tech,2018-12-13,7.05,Middle ($2.5k-$6k)
CUST-04061,40,35-49,Female,Associate,Employed,Married,Tier 1,Software/Tech,2022-06-06,3.57,Middle ($2.5k-$6k)
CUST-04062,64,50-64,Male,High School,Employed,Single,Tier 1,Education,2022-06-08,3.56,Middle ($2.5k-$6k)
CUST-04063,57,50-64,Female,High School,Employed,Married,Tier 2,Healthcare,2019-08-03,6.41,Middle ($2.5k-$6k)
CUST-04064,29,25-34,Male,High School,Employed,Single,Tier 2,Finance/Banking,2018-06-17,7.54,Middle ($2.5k-$6k)
CUST-04065,71,65+,Female,Doctorate,Retired,Married,Tier 3,Retired,2024-09-02,1.33,Middle ($2.5k-$6k)
CUST-04066,29,25-34,Male,Bachelor'S,Employed,Single,Tier 2,Healthcare,2024-01-21,1.94,Middle ($2.5k-$6k)
CUST-04067,63,50-64,Female,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2023-04-29,2.67,Upper-Middle ($6k-$10k)
CUST-04068,64,50-64,Male,Master'S,Employed,Single,Tier 3,Retail/Hospitality,2023-08-05,2.41,Upper-Middle ($6k-$10k)
CUST-04069,32,25-34,Male,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2023-03-31,2.75,Upper-Middle ($6k-$10k)
CUST-04070,58,50-64,Female,Bachelor'S,Employed,Married,Tier 1,Education,2024-11-13,1.13,Middle ($2.5k-$6k)
CUST-04071,36,35-49,Male,Associate,Employed,Single,Tier 1,Software/Tech,2019-08-16,6.38,Middle ($2.5k-$6k)
CUST-04072,43,35-49,Male,Bachelor'S,Employed,Married,Tier 3,Retail/Hospitality,2024-01-15,1.96,Upper-Middle ($6k-$10k)
CUST-04073,69,65+,Male,High School,Retired,Single,Tier 1,Retired,2023-09-18,2.29,Middle ($2.5k-$6k)
CUST-04074,46,35-49,Male,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2024-11-12,1.13,Upper-Middle ($6k-$10k)
CUST-04075,39,35-49,Female,High School,Employed,Married,Tier 2,Education,2020-10-24,5.19,Middle ($2.5k-$6k)
CUST-04076,57,50-64,Female,High School,Employed,Married,Tier 2,Healthcare,2022-03-19,3.79,Middle ($2.5k-$6k)
CUST-04077,38,35-49,Male,High School,Self-Employed,Single,Tier 2,Finance/Banking,2023-05-05,2.66,Upper-Middle ($6k-$10k)
CUST-04078,68,65+,Female,Associate,Retired,Married,Tier 1,Retired,2020-08-12,5.39,Middle ($2.5k-$6k)
CUST-04079,55,50-64,Female,Master'S,Employed,Single,Tier 1,Healthcare,2024-02-17,1.87,Upper-Middle ($6k-$10k)
CUST-04080,37,35-49,Female,Associate,Employed,Single,Tier 1,Retail/Hospitality,2018-06-02,7.58,Middle ($2.5k-$6k)
CUST-04081,74,65+,Male,Master'S,Employed,Married,Tier 2,Finance/Banking,2021-11-19,4.11,High (>$10k)
CUST-04082,46,35-49,Female,Bachelor'S,Employed,Married,Tier 1,Management/Executive,2023-07-03,2.5,Middle ($2.5k-$6k)
CUST-04083,68,65+,Female,Bachelor'S,Retired,Single,Tier 1,Retired,2020-07-10,5.48,Middle ($2.5k-$6k)
CUST-04084,21,18-24,Female,High School,Student,Married,Tier 1,Student,2019-05-07,6.65,Low (<$2.5k)
CUST-04085,72,65+,Male,Master'S,Employed,Married,Tier 2,Software/Tech,2020-07-14,5.46,High (>$10k)
CUST-04086,24,18-24,Male,High School,Employed,Married,Tier 2,Healthcare,2022-03-01,3.84,Middle ($2.5k-$6k)
CUST-04087,45,35-49,Female,Bachelor'S,Employed,Single,Tier 3,Finance/Banking,2022-08-01,3.42,Middle ($2.5k-$6k)
CUST-04088,45,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Education,2022-02-07,3.9,Upper-Middle ($6k-$10k)
CUST-04089,21,18-24,Female,Bachelor'S,Self-Employed,Single,Tier 3,Finance/Banking,2022-07-31,3.42,Middle ($2.5k-$6k)
CUST-04090,39,35-49,Male,High School,Employed,Married,Tier 2,Education,2020-09-12,5.3,Middle ($2.5k-$6k)
CUST-04091,29,25-34,Female,Bachelor'S,Employed,Married,Tier 3,Software/Tech,2022-09-28,3.26,Upper-Middle ($6k-$10k)
CUST-04092,62,50-64,Female,Master'S,Employed,Single,Tier 3,Finance/Banking,2021-02-15,4.87,High (>$10k)
CUST-04093,20,18-24,Female,Master'S,Student,Divorced,Tier 3,Student,2024-07-08,1.48,Low (<$2.5k)
CUST-04094,39,35-49,Female,Master'S,Employed,Married,Tier 1,Finance/Banking,2020-02-09,5.89,High (>$10k)
CUST-04095,61,50-64,Female,Associate,Employed,Married,Tier 1,Healthcare,2020-02-25,5.85,Middle ($2.5k-$6k)
CUST-04096,19,18-24,Male,Associate,Student,Single,Tier 2,Student,2020-09-13,5.3,Low (<$2.5k)
CUST-04097,41,35-49,Female,High School,Unemployed,Single,Tier 2,Unemployed,2018-10-20,7.2,Low (<$2.5k)
CUST-04098,51,50-64,Male,Master'S,Employed,Married,Tier 2,Finance/Banking,2024-06-10,1.56,Upper-Middle ($6k-$10k)
CUST-04099,44,35-49,Female,Associate,Employed,Single,Tier 2,Software/Tech,2024-02-20,1.86,Upper-Middle ($6k-$10k)
CUST-04100,72,65+,Male,Bachelor'S,Self-Employed,Single,Tier 1,Software/Tech,2019-11-01,6.17,Upper-Middle ($6k-$10k)
CUST-04101,58,50-64,Female,Master'S,Self-Employed,Single,Tier 2,Finance/Banking,2022-05-10,3.64,Upper-Middle ($6k-$10k)
CUST-04102,18,18-24,Female,Bachelor'S,Student,Single,Tier 1,Student,2020-02-25,5.85,Low (<$2.5k)
CUST-04103,25,25-34,Male,Bachelor'S,Employed,Single,Tier 2,Trades/Manufacturing,2024-01-25,1.93,Upper-Middle ($6k-$10k)
CUST-04104,40,35-49,Male,High School,Employed,Divorced,Tier 3,Trades/Manufacturing,2023-11-26,2.1,Middle ($2.5k-$6k)
CUST-04105,55,50-64,Non-Binary,Bachelor'S,Employed,Married,Tier 2,Retail/Hospitality,2020-03-16,5.79,Upper-Middle ($6k-$10k)
CUST-04106,23,18-24,Male,Master'S,Employed,Married,Tier 2,Software/Tech,2020-11-02,5.16,Upper-Middle ($6k-$10k)
CUST-04107,39,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2023-12-13,2.05,Middle ($2.5k-$6k)
CUST-04108,42,35-49,Male,Associate,Employed,Single,Tier 1,Software/Tech,2018-01-31,7.92,Upper-Middle ($6k-$10k)
CUST-04109,35,35-49,Non-Binary,High School,Employed,Widowed,Tier 2,Retail/Hospitality,2023-10-04,2.24,Middle ($2.5k-$6k)
CUST-04110,34,25-34,Non-Binary,Associate,Employed,Single,Tier 3,Management/Executive,2021-07-03,4.5,Upper-Middle ($6k-$10k)
CUST-04111,29,25-34,Female,Bachelor'S,Self-Employed,Single,Tier 1,Education,2018-11-16,7.12,Upper-Middle ($6k-$10k)
CUST-04112,23,18-24,Female,High School,Employed,Single,Tier 3,Retail/Hospitality,2023-04-12,2.72,Middle ($2.5k-$6k)
CUST-04113,43,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Healthcare,2023-03-03,2.83,Middle ($2.5k-$6k)
CUST-04114,44,35-49,Non-Binary,Bachelor'S,Employed,Single,Tier 2,Management/Executive,2024-11-25,1.1,Upper-Middle ($6k-$10k)
CUST-04115,25,25-34,Male,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2020-11-20,5.11,Upper-Middle ($6k-$10k)
CUST-04116,36,35-49,Male,High School,Employed,Single,Tier 2,Healthcare,2018-05-22,7.61,Middle ($2.5k-$6k)
CUST-04117,59,50-64,Male,Bachelor'S,Self-Employed,Married,Tier 2,Healthcare,2018-02-26,7.84,Upper-Middle ($6k-$10k)
CUST-04118,18,18-24,Female,Bachelor'S,Employed,Married,Tier 2,Education,2018-08-04,7.41,Middle ($2.5k-$6k)
CUST-04119,74,65+,Female,Associate,Retired,Divorced,Tier 2,Retired,2023-02-13,2.88,Middle ($2.5k-$6k)
CUST-04120,46,35-49,Male,Doctorate,Employed,Married,Tier 3,Education,2018-03-17,7.79,High (>$10k)
CUST-04121,62,50-64,Non-Binary,High School,Employed,Married,Tier 1,Other,2018-09-12,7.3,Middle ($2.5k-$6k)
CUST-04122,66,65+,Male,Bachelor'S,Retired,Widowed,Tier 2,Retired,2020-09-17,5.29,Upper-Middle ($6k-$10k)
CUST-04123,52,50-64,Male,Associate,Employed,Married,Tier 2,Management/Executive,2024-02-04,1.91,Middle ($2.5k-$6k)
CUST-04124,57,50-64,Male,Bachelor'S,Self-Employed,Married,Tier 1,Education,2021-01-27,4.93,Middle ($2.5k-$6k)
CUST-04125,31,25-34,Female,Bachelor'S,Employed,Single,Tier 2,Management/Executive,2023-04-21,2.7,Middle ($2.5k-$6k)
CUST-04126,52,50-64,Female,High School,Employed,Single,Tier 1,Retail/Hospitality,2018-06-16,7.54,Middle ($2.5k-$6k)
CUST-04127,65,65+,Male,Bachelor'S,Retired,Single,Tier 1,Retired,2019-11-13,6.13,Middle ($2.5k-$6k)
CUST-04128,62,50-64,Female,Bachelor'S,Employed,Married,Tier 2,Healthcare,2022-07-13,3.47,Upper-Middle ($6k-$10k)
CUST-04129,37,35-49,Male,Bachelor'S,Employed,Married,Tier 1,Trades/Manufacturing,2020-09-12,5.3,Upper-Middle ($6k-$10k)
CUST-04130,73,65+,Female,High School,Retired,Married,Tier 3,Retired,2020-03-01,5.83,Middle ($2.5k-$6k)
CUST-04131,66,65+,Non-Binary,Associate,Retired,Single,Tier 2,Retired,2024-11-05,1.15,Middle ($2.5k-$6k)
CUST-04132,30,25-34,Male,Bachelor'S,Employed,Married,Tier 2,Software/Tech,2023-06-07,2.57,Middle ($2.5k-$6k)
CUST-04133,55,50-64,Female,High School,Employed,Single,Tier 3,Healthcare,2023-04-13,2.72,Middle ($2.5k-$6k)
CUST-04134,66,65+,Female,Bachelor'S,Retired,Married,Tier 1,Retired,2023-12-24,2.02,Upper-Middle ($6k-$10k)
CUST-04135,63,50-64,Male,High School,Employed,Married,Tier 1,Trades/Manufacturing,2022-05-19,3.62,Middle ($2.5k-$6k)
CUST-04136,66,65+,Female,Associate,Retired,Married,Tier 3,Retired,2022-04-25,3.69,Middle ($2.5k-$6k)
CUST-04137,25,25-34,Female,Master'S,Employed,Single,Tier 3,Management/Executive,2023-07-03,2.5,Upper-Middle ($6k-$10k)
CUST-04138,60,50-64,Male,Bachelor'S,Employed,Single,Tier 1,Software/Tech,2019-12-30,6.0,High (>$10k)
CUST-04139,37,35-49,Male,Bachelor'S,Employed,Single,Tier 3,Retail/Hospitality,2023-10-31,2.17,Middle ($2.5k-$6k)
CUST-04140,50,50-64,Male,Master'S,Employed,Single,Tier 2,Retail/Hospitality,2020-06-26,5.51,Upper-Middle ($6k-$10k)
CUST-04141,43,35-49,Female,Bachelor'S,Employed,Single,Tier 1,Other,2023-04-20,2.7,Upper-Middle ($6k-$10k)
CUST-04142,56,50-64,Female,Bachelor'S,Employed,Single,Tier 2,Software/Tech,2018-07-07,7.49,Upper-Middle ($6k-$10k)
CUST-04143,38,35-49,Female,Doctorate,Employed,Single,Tier 3,Education,2019-02-12,6.88,Upper-Middle ($6k-$10k)
CUST-04144,70,65+,Male,Bachelor'S,Retired,Married,Tier 2,Retired,2020-05-19,5.62,Upper-Middle ($6k-$10k)
CUST-04145,66,65+,Male,Bachelor'S,Retired,Single,Tier 2,Retired,2019-10-25,6.18,Upper-Middle ($6k-$10k)
CUST-04146,59,50-64,Male,Bachelor'S,Employed,Married,Tier 1,Finance/Banking,2019-04-11,6.72,Upper-Middle ($6k-$10k)
CUST-04147,60,50-64,Female,Master'S,Employed,Married,Tier 3,Software/Tech,2020-08-14,5.38,High (>$10k)
CUST-04148,71,65+,Non-Binary,Associate,Retired,Married,Tier 1,Retired,2021-09-27,4.26,Upper-Middle ($6k-$10k)
CUST-04149,58,50-64,Female,High School,Employed,Married,Tier 1,Management/Executive,2023-03-11,2.81,Middle ($2.5k-$6k)
CUST-04150,26,25-34,Male,High School,Self-Employed,Married,Tier 3,Management/Executive,2021-05-28,4.59,Middle ($2.5k-$6k)
CUST-04151,41,35-49,Female,High School,Unemployed,Single,Tier 3,Unemployed,2021-12-02,4.08,Low (<$2.5k)
CUST-04152,54,50-64,Female,Associate,Employed,Single,Tier 2,Finance/Banking,2023-05-08,2.65,Middle ($2.5k-$6k)
CUST-04153,66,65+,Male,Master'S,Retired,Married,Tier 1,Retired,2024-06-10,1.56,Upper-Middle ($6k-$10k)
